id,timestamp,insurance_type,postal_code,address,unit_apt,city,province,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,carrier_name,carrier_original_name,monthly_premium,annual_premium
ac8200d0-9ad5-423e-8f0c-4aa7050ec2e6,20250611_204914,H,M9C 2H3,37 Thicket Rd,652.0,Etobicoke,ON,Jade Williams,1993-01-26,2021,1,False,False,0,1,True,True,True,True,False,False,3,1,bigballs@gmail.com,2897308160,travelers_insurance,Travelers Insurance,739.75,8877.0
ac8200d0-9ad5-423e-8f0c-4aa7050ec2e6,20250611_204914,H,M9C 2H3,37 Thicket Rd,652.0,Etobicoke,ON,Jade Williams,1993-01-26,2021,1,False,False,0,1,True,True,True,True,False,False,3,1,bigballs@gmail.com,2897308160,pembridge,Pembridge,1030.42,12365.0
0fe1bbc6-33a8-4608-8358-a46f354350c3,20250611_210503,H,M9C 3T3,90 Melbert Rd,740.0,Etobicoke,ON,Logan Harvey,2003-08-31,2019,2,False,True,0,2,False,False,True,False,False,True,0,2,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,232.33,2788.0
0fe1bbc6-33a8-4608-8358-a46f354350c3,20250611_210503,H,M9C 3T3,90 Melbert Rd,740.0,Etobicoke,ON,Logan Harvey,2003-08-31,2019,2,False,True,0,2,False,False,True,False,False,True,0,2,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,383.83,4606.0
0fe1bbc6-33a8-4608-8358-a46f354350c3,20250611_210503,H,M9C 3T3,90 Melbert Rd,740.0,Etobicoke,ON,Logan Harvey,2003-08-31,2019,2,False,True,0,2,False,False,True,False,False,True,0,2,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,474.96,5699.0
41fa2416-fec8-48e4-959f-62f26d0122e4,20250611_211852,H,M9R 2K5,87 Sabrina Dr,707.0,Etobicoke,ON,Lisa Thomas DDS,1982-11-09,2012,2,False,True,0,1,False,False,False,True,True,True,3,2,bigballs@gmail.com,2897308160,sgi_canada,SGI Canada,246.75,2961.0
41fa2416-fec8-48e4-959f-62f26d0122e4,20250611_211852,H,M9R 2K5,87 Sabrina Dr,707.0,Etobicoke,ON,Lisa Thomas DDS,1982-11-09,2012,2,False,True,0,1,False,False,False,True,True,True,3,2,bigballs@gmail.com,2897308160,max_insurance,Max Insurance,284.67,3416.0
41fa2416-fec8-48e4-959f-62f26d0122e4,20250611_211852,H,M9R 2K5,87 Sabrina Dr,707.0,Etobicoke,ON,Lisa Thomas DDS,1982-11-09,2012,2,False,True,0,1,False,False,False,True,True,True,3,2,bigballs@gmail.com,2897308160,square_one,Square One Insurance Services,391.43,4697.0
f84134c8-6cad-4bf8-b2e8-216ddf79a8b2,20250611_212940,H,M9B 1T6,49 Prennan Ave,,Etobicoke,ON,Stephen Rivera,1970-12-16,2024,3,False,True,2,2,True,True,False,False,False,False,1,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,253.26,3039.0
f84134c8-6cad-4bf8-b2e8-216ddf79a8b2,20250611_212940,H,M9B 1T6,49 Prennan Ave,,Etobicoke,ON,Stephen Rivera,1970-12-16,2024,3,False,True,2,2,True,True,False,False,False,False,1,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,574.17,6890.0
f84134c8-6cad-4bf8-b2e8-216ddf79a8b2,20250611_212940,H,M9B 1T6,49 Prennan Ave,,Etobicoke,ON,Stephen Rivera,1970-12-16,2024,3,False,True,2,2,True,True,False,False,False,False,1,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,752.33,9028.0
01537e06-3c9f-412a-ba5a-41f40daec9e5,20250611_214531,H,M9B 1T6,73 Mattice Ave,423.0,Etobicoke,ON,Rebecca Young,1963-05-13,2021,2,False,False,2,0,False,False,False,False,False,True,0,0,bigballs@gmail.com,7818397978,square_one,Square One Insurance Services,114.07,1369.0
01537e06-3c9f-412a-ba5a-41f40daec9e5,20250611_214531,H,M9B 1T6,73 Mattice Ave,423.0,Etobicoke,ON,Rebecca Young,1963-05-13,2021,2,False,False,2,0,False,False,False,False,False,True,0,0,bigballs@gmail.com,7818397978,sgi_canada,SGI Canada,236.67,2840.0
01537e06-3c9f-412a-ba5a-41f40daec9e5,20250611_214531,H,M9B 1T6,73 Mattice Ave,423.0,Etobicoke,ON,Rebecca Young,1963-05-13,2021,2,False,False,2,0,False,False,False,False,False,True,0,0,bigballs@gmail.com,7818397978,max_insurance,Max Insurance,262.25,3147.0
01537e06-3c9f-412a-ba5a-41f40daec9e5,20250611_214531,H,M9B 1T6,73 Mattice Ave,423.0,Etobicoke,ON,Rebecca Young,1963-05-13,2021,2,False,False,2,0,False,False,False,False,False,True,0,0,bigballs@gmail.com,7818397978,economical_mutual,Economical Mutual,287.25,3447.0
01537e06-3c9f-412a-ba5a-41f40daec9e5,20250611_214531,H,M9B 1T6,73 Mattice Ave,423.0,Etobicoke,ON,Rebecca Young,1963-05-13,2021,2,False,False,2,0,False,False,False,False,False,True,0,0,bigballs@gmail.com,7818397978,pembridge,Pembridge,649.58,7795.0
7961865e-7370-4a9d-af7f-cf291f95372c,20250611_215918,H,M9C 2H3,14 Allonsius Dr,622.0,Etobicoke,ON,Michelle Perez,1956-07-20,2016,2,False,True,0,2,True,True,False,False,False,True,2,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,162.75,1953.0
7961865e-7370-4a9d-af7f-cf291f95372c,20250611_215918,H,M9C 2H3,14 Allonsius Dr,622.0,Etobicoke,ON,Michelle Perez,1956-07-20,2016,2,False,True,0,2,True,True,False,False,False,True,2,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,167.03,2004.0
7961865e-7370-4a9d-af7f-cf291f95372c,20250611_215918,H,M9C 2H3,14 Allonsius Dr,622.0,Etobicoke,ON,Michelle Perez,1956-07-20,2016,2,False,True,0,2,True,True,False,False,False,True,2,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,178.67,2144.0
3f5fadc1-30a2-4cf5-b3cf-2dedc33c370d,20250611_221507,H,M9C 1R1,8 Cherry Post Cres,,Etobicoke,ON,Leonard Flores,1948-04-01,2023,3,False,False,2,1,False,False,True,True,True,True,3,0,bigballs@gmail.com,2897308160,square_one,Square One Insurance Services,196.75,2361.0
3f5fadc1-30a2-4cf5-b3cf-2dedc33c370d,20250611_221507,H,M9C 1R1,8 Cherry Post Cres,,Etobicoke,ON,Leonard Flores,1948-04-01,2023,3,False,False,2,1,False,False,True,True,True,True,3,0,bigballs@gmail.com,2897308160,max_insurance,Max Insurance,330.42,3965.0
3f5fadc1-30a2-4cf5-b3cf-2dedc33c370d,20250611_221507,H,M9C 1R1,8 Cherry Post Cres,,Etobicoke,ON,Leonard Flores,1948-04-01,2023,3,False,False,2,1,False,False,True,True,True,True,3,0,bigballs@gmail.com,2897308160,economical_mutual,Economical Mutual,451.33,5416.0
3f5fadc1-30a2-4cf5-b3cf-2dedc33c370d,20250611_221507,H,M9C 1R1,8 Cherry Post Cres,,Etobicoke,ON,Leonard Flores,1948-04-01,2023,3,False,False,2,1,False,False,True,True,True,True,3,0,bigballs@gmail.com,2897308160,sgi_canada,SGI Canada,582.83,6994.0
3f5fadc1-30a2-4cf5-b3cf-2dedc33c370d,20250611_221507,H,M9C 1R1,8 Cherry Post Cres,,Etobicoke,ON,Leonard Flores,1948-04-01,2023,3,False,False,2,1,False,False,True,True,True,True,3,0,bigballs@gmail.com,2897308160,pembridge,Pembridge,1004.42,12053.0
d5229cff-9cd7-427d-92d7-7c35c2bf69d5,20250611_224008,H,M9W 3A5,16 Taber Rd,17.0,Etobicoke,ON,Gregory Kennedy,1996-05-27,2021,3,False,True,2,2,False,True,True,False,False,False,0,0,bigballs@gmail.com,7818397978,square_one,Square One Insurance Services,270.82,3250.0
d5229cff-9cd7-427d-92d7-7c35c2bf69d5,20250611_224008,H,M9W 3A5,16 Taber Rd,17.0,Etobicoke,ON,Gregory Kennedy,1996-05-27,2021,3,False,True,2,2,False,True,True,False,False,False,0,0,bigballs@gmail.com,7818397978,max_insurance,Max Insurance,325.75,3909.0
d5229cff-9cd7-427d-92d7-7c35c2bf69d5,20250611_224008,H,M9W 3A5,16 Taber Rd,17.0,Etobicoke,ON,Gregory Kennedy,1996-05-27,2021,3,False,True,2,2,False,True,True,False,False,False,0,0,bigballs@gmail.com,7818397978,sgi_canada,SGI Canada,1132.67,13592.0
fa12f5b3-1581-46bb-a2f5-a4853e0e4dd1,20250611_225555,H,M9W 1R9,287 Jeffcoat Dr,153.0,Etobicoke,ON,Beverly Fowler,1963-04-09,2022,3,False,False,0,2,False,False,True,False,False,True,3,0,bigballs@gmail.com,7818397978,square_one,Square One Insurance Services,94.06,1129.0
fa12f5b3-1581-46bb-a2f5-a4853e0e4dd1,20250611_225555,H,M9W 1R9,287 Jeffcoat Dr,153.0,Etobicoke,ON,Beverly Fowler,1963-04-09,2022,3,False,False,0,2,False,False,True,False,False,True,3,0,bigballs@gmail.com,7818397978,max_insurance,Max Insurance,127.33,1528.0
fa12f5b3-1581-46bb-a2f5-a4853e0e4dd1,20250611_225555,H,M9W 1R9,287 Jeffcoat Dr,153.0,Etobicoke,ON,Beverly Fowler,1963-04-09,2022,3,False,False,0,2,False,False,True,False,False,True,3,0,bigballs@gmail.com,7818397978,economical_mutual,Economical Mutual,198.33,2380.0
fa12f5b3-1581-46bb-a2f5-a4853e0e4dd1,20250611_225555,H,M9W 1R9,287 Jeffcoat Dr,153.0,Etobicoke,ON,Beverly Fowler,1963-04-09,2022,3,False,False,0,2,False,False,True,False,False,True,3,0,bigballs@gmail.com,7818397978,sgi_canada,SGI Canada,211.92,2543.0
fa12f5b3-1581-46bb-a2f5-a4853e0e4dd1,20250611_225555,H,M9W 1R9,287 Jeffcoat Dr,153.0,Etobicoke,ON,Beverly Fowler,1963-04-09,2022,3,False,False,0,2,False,False,True,False,False,True,3,0,bigballs@gmail.com,7818397978,pembridge,Pembridge,411.92,4943.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,98.92,1187.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,157.08,1885.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,gore,Gore,172.83,2074.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,187.17,2246.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,198.33,2380.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,travelers_insurance,Travelers Insurance,285.67,3428.0
12ef75e9-8d38-48b1-aea2-d8640ea8f99d,20250611_231250,H,M9C 1Y2,20 Grasspoint Cres,34.0,Etobicoke,ON,Leslie Kelly,1956-12-10,2017,1,False,False,0,1,True,False,False,True,False,True,3,0,bigballs@gmail.com,8554654009,pembridge,Pembridge,445.33,5344.0
3ff6f2aa-d49b-45d6-b707-9cedc2b4e6a0,20250611_232608,H,M9C 3Z7,27 Richland Cres,460.0,Etobicoke,ON,Emily Gilbert,1982-03-18,2024,3,False,False,1,1,True,False,True,True,False,False,3,2,bigballs@gmail.com,8554654009,max_insurance,Max Insurance,170.83,2050.0
3ff6f2aa-d49b-45d6-b707-9cedc2b4e6a0,20250611_232608,H,M9C 3Z7,27 Richland Cres,460.0,Etobicoke,ON,Emily Gilbert,1982-03-18,2024,3,False,False,1,1,True,False,True,True,False,False,3,2,bigballs@gmail.com,8554654009,sgi_canada,SGI Canada,235.67,2828.0
3ff6f2aa-d49b-45d6-b707-9cedc2b4e6a0,20250611_232608,H,M9C 3Z7,27 Richland Cres,460.0,Etobicoke,ON,Emily Gilbert,1982-03-18,2024,3,False,False,1,1,True,False,True,True,False,False,3,2,bigballs@gmail.com,8554654009,square_one,Square One Insurance Services,282.32,3388.0
3ff6f2aa-d49b-45d6-b707-9cedc2b4e6a0,20250611_232608,H,M9C 3Z7,27 Richland Cres,460.0,Etobicoke,ON,Emily Gilbert,1982-03-18,2024,3,False,False,1,1,True,False,True,True,False,False,3,2,bigballs@gmail.com,8554654009,economical_mutual,Economical Mutual,300.33,3604.0
3ff6f2aa-d49b-45d6-b707-9cedc2b4e6a0,20250611_232608,H,M9C 3Z7,27 Richland Cres,460.0,Etobicoke,ON,Emily Gilbert,1982-03-18,2024,3,False,False,1,1,True,False,True,True,False,False,3,2,bigballs@gmail.com,8554654009,pembridge,Pembridge,447.25,5367.0
