insurance_type,postal_code,address,city,province,country,unit_apt,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,nearest_firehall,nearest_firehydrant,primary_heating,cancellation_month,cancellation_year,claim_month_zero,claim_year_zero,claim_type_zero,claim_month_one,claim_year_one,claim_type_one
H,M9R 1K8,100 Wincott Dr,Etobicoke,ON,CANADA,90,Jennifer Hernandez,1993-09-22,2018,2,FALSE,FALSE,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,1,bigballs@gmail.com,7818397978,16,150,wood,1,2022,1,2021,Other Type of Claim,4,2021,Personal Property Claim
H,M9R 1K8,43 Fenley Dr,Etobicoke,ON,CANADA,,Robert Romero,1950-09-22,2016,3,FALSE,TRUE,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,1,bigballs@gmail.com,7818397978,13,301,oil,1,2022,1,2022,Liability Claim,12,2025,Other Type of Claim
H,,79 Rangoon Rd,Etobicoke,ON,CANADA,,Travis Pierce MD,1970-02-11,2020,2,FALSE,FALSE,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,2897308160,8,300,geothermal,1,2022,10,2021,Other Type of Claim,12,2022,Sewer Backup Claim
H,M9R 1K8,19 Fenley Dr,Etobicoke,ON,CANADA,797,Matthew Ball,1969-10-16,2011,2,FALSE,TRUE,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,bigballs@gmail.com,8554654009,13,301,none,1,2022,2,2025,Water Damage Claim,6,2023,Fire Claim
H,M9R 1K8,21 Aikenhead Rd,Etobicoke,ON,CANADA,,Sean Wright,1998-11-08,2021,2,FALSE,TRUE,2,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,bigballs@gmail.com,8554654009,13,300,geothermal,1,2022,11,2021,Personal Property Claim,6,2021,Sewer Backup Claim
H,M9N 1X7,238 Queenslea Ave,North York,ON,CANADA,113,Sue Marsh,1955-01-22,2009,3,FALSE,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,bigballs@gmail.com,2897308160,16,150,oil,1,2022,1,2023,Personal Property Claim,2,2024,Liability Claim
H,M9R 1K8,38 Mitre Pl,Etobicoke,ON,CANADA,,Elizabeth Strickland,1948-08-04,2019,3,FALSE,FALSE,0,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,7818397978,5,301,geothermal,1,2022,5,2025,Fire Claim,1,2024,Personal Property Claim
H,M9R 1K8,116 Wincott Dr,Etobicoke,ON,CANADA,,Tammy Bean,1977-08-08,2022,1,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,8554654009,13,300,geothermal,1,2022,10,2022,Wind/Hail Claim,12,2024,Water Damage Claim
H,M9R 1K8,11 Mitre Pl,Etobicoke,ON,CANADA,,Madeline Morales,1964-11-09,2019,1,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,bigballs@gmail.com,2897308160,5,150,water,1,2022,12,2021,Sewer Backup Claim,3,2024,Liability Claim
H,M9W 1V4,3 Burchell Rd,Etobicoke,ON,CANADA,,Robert Harding,1969-06-14,2019,3,FALSE,TRUE,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,8554654009,8,150,geothermal,1,2022,5,2021,Other Type of Claim,3,2022,Fire Claim
H,M9P 2E8,5 Winnipeg Rd,Etobicoke,ON,CANADA,,Brett Ramirez Jr.,1974-01-18,2011,3,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,2,bigballs@gmail.com,8554654009,5,301,radiant,1,2022,5,2023,Wind/Hail Claim,2,2024,Fire Claim
H,M9P 3J3,39 Sun Row Dr,Etobicoke,ON,CANADA,,Mckenzie Charles,1964-11-18,2024,2,FALSE,TRUE,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,bigballs@gmail.com,2897308160,13,150,radiant,1,2022,9,2024,Liability Claim,11,2022,Personal Property Claim
H,,21 Fletcher Pl,Etobicoke,ON,CANADA,,Matthew Wright,1986-10-08,2021,3,FALSE,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,8554654009,16,300,wood,1,2022,10,2022,Water Damage Claim,5,2022,Water Damage Claim
H,M9R 1K8,44 Paragon Rd,Etobicoke,ON,CANADA,487,Erin Smith,1997-02-19,2011,3,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,2897308160,13,301,water,1,2022,11,2021,Fire Claim,8,2022,Liability Claim
H,M9W 3W7,57 Burrard Rd,Etobicoke,ON,CANADA,,Jacob Clark,1948-04-14,2024,3,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,2,bigballs@gmail.com,8554654009,16,301,water,1,2022,9,2025,Wind/Hail Claim,9,2021,Other Type of Claim
H,,10 Dunstable Pl,Etobicoke,ON,CANADA,591,Linda Patel,1958-11-16,2019,3,FALSE,TRUE,0,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,6,2025,Personal Property Claim,9,2022,Fire Claim
H,M9R 1K8,5 Dunstable Pl,Etobicoke,ON,CANADA,754,Mark Alexander,1988-02-04,2017,3,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,2,bigballs@gmail.com,7818397978,16,301,radiant,1,2022,9,2024,Wind/Hail Claim,4,2023,Water Damage Claim
H,,43 Paragon Rd,Etobicoke,ON,CANADA,,Benjamin Jones,2001-11-08,2013,1,FALSE,TRUE,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,2897308160,8,300,electric,1,2022,12,2023,Wind/Hail Claim,4,2022,Other Type of Claim
H,,11 Broadfield Dr,Etobicoke,ON,CANADA,,Laurie Smith,1970-01-28,2017,3,FALSE,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,bigballs@gmail.com,7818397978,16,150,geothermal,1,2022,4,2023,Fire Claim,12,2023,Fire Claim
H,M9P 2E8,15 Dixington Cres,Etobicoke,ON,CANADA,,Paul Miller,1975-12-01,2014,2,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,1,bigballs@gmail.com,8554654009,13,150,water,1,2022,5,2024,Other Type of Claim,2,2022,Liability Claim
H,,41 Walsh Ave,North York,ON,CANADA,,Steven Nelson Jr.,1989-11-03,2019,2,FALSE,TRUE,0,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,2,bigballs@gmail.com,2897308160,16,301,electric,1,2022,10,2023,Water Damage Claim,2,2022,Fire Claim
H,M9P 3P1,73 Westhampton Dr,Etobicoke,ON,CANADA,,Eric Hayden,1957-06-07,2010,3,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,bigballs@gmail.com,8554654009,8,300,naturalgas,1,2022,11,2022,Wind/Hail Claim,7,2025,Wind/Hail Claim
H,M9R 3N3,10 Powburn Pl,Etobicoke,ON,CANADA,,William Acevedo,1971-01-05,2019,1,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,5,150,water,1,2022,11,2021,Water Damage Claim,12,2023,Wind/Hail Claim
H,M9C 2N6,24 Oxenden Cres,Etobicoke,ON,CANADA,,Arthur Gregory,1962-10-09,2013,3,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,bigballs@gmail.com,7818397978,8,300,none,1,2022,3,2025,Liability Claim,1,2022,Water Damage Claim
H,,46 Odessa Ave,Etobicoke,ON,CANADA,30,Angela Taylor,1976-05-20,2020,1,FALSE,FALSE,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,7818397978,5,301,radiant,1,2022,3,2022,Sewer Backup Claim,9,2021,Sewer Backup Claim
H,M9C 4S5,30 Rhinestone Dr,Etobicoke,ON,CANADA,510,John Hunter,1980-09-04,2013,2,FALSE,TRUE,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,bigballs@gmail.com,7818397978,8,301,naturalgas,1,2022,12,2024,Water Damage Claim,1,2022,Other Type of Claim
H,M9C 4S5,24 Odessa Ave,Etobicoke,ON,CANADA,,Patrick Ford,1983-06-17,2024,2,FALSE,TRUE,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0,bigballs@gmail.com,2897308160,16,300,geothermal,1,2022,7,2025,Other Type of Claim,2,2023,Other Type of Claim
H,,2 Caulfield Rd,Etobicoke,ON,CANADA,657,Tracy Finley,1966-01-25,2021,2,FALSE,TRUE,2,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,bigballs@gmail.com,8554654009,8,301,naturalgas,1,2022,6,2024,Fire Claim,9,2022,Wind/Hail Claim
H,,44 Elmbrook Cres,Etobicoke,ON,CANADA,,Molly Haley,1979-01-25,2010,3,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,bigballs@gmail.com,2897308160,13,150,wood,1,2022,9,2024,Sewer Backup Claim,10,2021,Wind/Hail Claim
H,M9C 2N9,31 Elmbrook Cres,Etobicoke,ON,CANADA,396,Amy Wyatt,1984-11-20,2012,2,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,2897308160,8,300,electric,1,2022,12,2024,Water Damage Claim,8,2022,Fire Claim
H,M9B 1Z9,17 Lorraine Gdns,Etobicoke,ON,CANADA,,Samuel Hood,1966-02-03,2009,3,FALSE,TRUE,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,2897308160,8,300,electric,1,2022,11,2024,Fire Claim,1,2025,Liability Claim
H,M9B 4N3,206 Martin Grove Rd,Etobicoke,ON,CANADA,,Sean Medina,2004-10-10,2023,3,FALSE,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,bigballs@gmail.com,2897308160,16,301,none,1,2022,9,2025,Wind/Hail Claim,11,2021,Water Damage Claim
H,M9B 4N3,193 Martin Grove Rd,Etobicoke,ON,CANADA,729,Sylvia Jones,1975-06-06,2015,3,FALSE,FALSE,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,bigballs@gmail.com,2897308160,13,150,naturalgas,1,2022,6,2024,Sewer Backup Claim,1,2022,Other Type of Claim
H,M9B 4N3,180 Martin Grove Rd,Etobicoke,ON,CANADA,495,Elizabeth Rodriguez,1985-12-15,2017,3,FALSE,TRUE,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,5,150,water,1,2022,3,2025,Other Type of Claim,7,2025,Sewer Backup Claim
H,L4T 4M1,145 Cinrickbar Dr,Etobicoke,ON,CANADA,,Melanie Morris,2005-05-10,2021,1,FALSE,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,bigballs@gmail.com,8554654009,13,300,wood,1,2022,7,2025,Wind/Hail Claim,8,2022,Liability Claim
H,M9B 2A8,22 Warwood Rd,Etobicoke,ON,CANADA,,Nicholas Nelson,1945-08-19,2013,1,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,bigballs@gmail.com,8554654009,13,300,wood,1,2022,2,2024,Personal Property Claim,3,2023,Fire Claim
H,M9R 2J2,79 Lavington Dr,Etobicoke,ON,CANADA,654,Matthew Peters,1972-07-10,2010,3,FALSE,TRUE,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,13,300,water,1,2022,11,2024,Personal Property Claim,9,2023,Other Type of Claim
H,M9C 4S5,29 Rhinestone Dr,Etobicoke,ON,CANADA,,Michael Tanner,1978-06-08,2020,2,FALSE,TRUE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,2897308160,13,150,wood,1,2022,4,2021,Other Type of Claim,11,2022,Personal Property Claim
H,M9B 1L3,78 Mervyn Ave,Etobicoke,ON,CANADA,,Leslie Hawkins,1995-01-13,2020,2,FALSE,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,2,bigballs@gmail.com,8554654009,8,300,radiant,1,2022,11,2023,Sewer Backup Claim,3,2024,Liability Claim
H,M9C 2N9,87 Elmbrook Cres,Etobicoke,ON,CANADA,,David Owens,1990-01-29,2013,2,FALSE,FALSE,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,0,bigballs@gmail.com,8554654009,5,301,water,1,2022,6,2024,Wind/Hail Claim,4,2023,Water Damage Claim
H,M9C 2N9,9 Sagamore Cres,Etobicoke,ON,CANADA,4,Richard Garcia,1975-12-09,2013,1,FALSE,TRUE,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,bigballs@gmail.com,8554654009,5,150,geothermal,1,2022,8,2022,Personal Property Claim,6,2021,Wind/Hail Claim
H,M9C 4R3,37 Wellesworth Dr,Etobicoke,ON,CANADA,413,Renee Lopez,1962-02-26,2018,2,FALSE,FALSE,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,bigballs@gmail.com,8554654009,13,150,none,1,2022,9,2022,Wind/Hail Claim,10,2025,Other Type of Claim
H,M9W 2H8,80 Shendale Dr,Etobicoke,ON,CANADA,,Ashley Whitaker,1976-11-26,2022,2,FALSE,TRUE,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3,2,bigballs@gmail.com,8554654009,13,300,oil,1,2022,5,2021,Water Damage Claim,8,2022,Personal Property Claim
H,M9C 2N9,93 Millsborough Cres,Etobicoke,ON,CANADA,,Brittany Cobb,1990-06-13,2021,3,FALSE,TRUE,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,16,301,naturalgas,1,2022,9,2023,Fire Claim,3,2022,Personal Property Claim
H,M9C 2N9,72 Millsborough Cres,Etobicoke,ON,CANADA,682,Jeffrey Fox,1961-02-22,2020,3,FALSE,FALSE,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,bigballs@gmail.com,2897308160,16,300,wood,1,2022,3,2021,Fire Claim,5,2021,Fire Claim
H,M9W 7K7,27 Marmac Dr,Etobicoke,ON,CANADA,763,Stephanie Long MD,1978-10-06,2014,1,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,bigballs@gmail.com,8554654009,8,150,water,1,2022,4,2021,Wind/Hail Claim,2,2025,Other Type of Claim
H,,48 Vanguard Dr,Etobicoke,ON,CANADA,,Raymond Knapp,1962-09-06,2020,1,FALSE,FALSE,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,8,150,unknown,1,2022,5,2023,Personal Property Claim,8,2021,Water Damage Claim
H,M9B 1V1,85 Mervyn Ave,Etobicoke,ON,CANADA,,Alexander Pope,1985-04-21,2014,3,FALSE,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,2,bigballs@gmail.com,7818397978,13,150,none,1,2022,8,2025,Other Type of Claim,10,2021,Water Damage Claim
H,M9B 2A8,33 Blaketon Rd,Etobicoke,ON,CANADA,,Matthew Brown,1990-03-13,2009,2,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,2,bigballs@gmail.com,2897308160,16,150,naturalgas,1,2022,8,2022,Other Type of Claim,11,2023,Sewer Backup Claim
H,M9C 2H3,4 Old Burnhamthorpe Rd,Etobicoke,ON,CANADA,881,Erica Buckley,1962-09-18,2023,3,FALSE,TRUE,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,1,bigballs@gmail.com,7818397978,8,300,geothermal,1,2022,4,2021,Fire Claim,4,2022,Wind/Hail Claim
H,M9W 4N9,144 Jeffcoat Dr,Etobicoke,ON,CANADA,,Stephanie Rogers,1946-08-14,2017,1,FALSE,FALSE,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,7818397978,8,150,wood,1,2022,9,2024,Water Damage Claim,7,2025,Fire Claim
H,M9C 4R3,21 Gentian Dr,Etobicoke,ON,CANADA,856,Jessica Mcclain,1953-02-21,2017,1,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,bigballs@gmail.com,7818397978,8,300,oil,1,2022,2,2025,Liability Claim,4,2021,Personal Property Claim
H,M9C 2N9,15 Risdon Crt,Etobicoke,ON,CANADA,877,Kevin Romero,1964-08-15,2016,2,FALSE,FALSE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,bigballs@gmail.com,7818397978,13,300,oil,1,2022,10,2023,Personal Property Claim,8,2021,Water Damage Claim
H,M9W 6K5,555 Rexdale Blvd,Etobicoke,ON,CANADA,617,Christopher Hernandez,1981-05-07,2024,3,FALSE,TRUE,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,bigballs@gmail.com,7818397978,13,301,naturalgas,1,2022,5,2023,Personal Property Claim,8,2021,Water Damage Claim
H,M9C 2H3,83 Markland Dr,Etobicoke,ON,CANADA,,Antonio Cameron,1967-06-10,2024,1,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,bigballs@gmail.com,7818397978,5,301,wood,1,2022,2,2021,Liability Claim,12,2022,Sewer Backup Claim
H,,19 Thicket Rd,Etobicoke,ON,CANADA,,Kathryn Martinez,1950-10-19,2018,3,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,bigballs@gmail.com,7818397978,5,150,water,1,2022,4,2021,Wind/Hail Claim,10,2025,Other Type of Claim
H,,9 Thicket Rd,Etobicoke,ON,CANADA,,Nicole Vincent,1981-04-27,2011,2,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,8554654009,13,150,water,1,2022,2,2023,Other Type of Claim,2,2022,Wind/Hail Claim
H,M9C 3G6,370 Renforth Dr,Etobicoke,ON,CANADA,,Melissa Porter,1975-06-26,2012,2,FALSE,TRUE,0,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,8554654009,13,300,geothermal,1,2022,4,2021,Water Damage Claim,3,2021,Wind/Hail Claim
H,M9C 2H3,18 Allonsius Dr,Etobicoke,ON,CANADA,906,Douglas Foster,1975-04-13,2014,3,FALSE,FALSE,2,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,bigballs@gmail.com,2897308160,8,150,geothermal,1,2022,5,2022,Liability Claim,11,2023,Fire Claim
H,,20 Tranquil Dr,Etobicoke,ON,CANADA,315,Roberto Brown,1981-05-02,2023,1,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,13,150,geothermal,1,2022,12,2023,Other Type of Claim,7,2022,Other Type of Claim
H,,9 Vicarage Crt,Etobicoke,ON,CANADA,,Joseph Lyons,1980-09-25,2017,3,FALSE,TRUE,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,1,bigballs@gmail.com,2897308160,13,150,naturalgas,1,2022,1,2022,Water Damage Claim,5,2021,Water Damage Claim
H,,14 Park Manor Dr,Etobicoke,ON,CANADA,,Zachary Rice,1964-02-18,2015,2,FALSE,TRUE,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,bigballs@gmail.com,7818397978,5,150,radiant,1,2022,2,2022,Other Type of Claim,1,2025,Fire Claim
H,M9C 1Y5,18 Winsdale Rd,Etobicoke,ON,CANADA,463,Michelle Wagner,1994-01-22,2023,2,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,8554654009,16,150,water,1,2022,9,2022,Sewer Backup Claim,11,2025,Personal Property Claim
H,M9C 2H3,37 Thicket Rd,Etobicoke,ON,CANADA,652,Jade Williams,1993-01-26,2021,1,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,1,bigballs@gmail.com,2897308160,8,300,none,1,2022,5,2021,Other Type of Claim,9,2024,Water Damage Claim
H,M9C 3T3,90 Melbert Rd,Etobicoke,ON,CANADA,740,Logan Harvey,2003-08-31,2019,2,FALSE,TRUE,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,2,bigballs@gmail.com,8554654009,13,150,wood,1,2022,3,2024,Fire Claim,9,2022,Wind/Hail Claim
H,M9R 2K5,87 Sabrina Dr,Etobicoke,ON,CANADA,707,Lisa Thomas DDS,1982-11-09,2012,2,FALSE,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,bigballs@gmail.com,2897308160,5,301,none,1,2022,6,2022,Sewer Backup Claim,1,2022,Wind/Hail Claim
